frame_number,landmark,x,y,z
0,NOSE,0.4787767827510834,0.4329695999622345,-0.7215908169746399
0,LEFT_EYE_INNER,0.501477837562561,0.38039925694465637,-0.6653962731361389
0,LEFT_EYE,0.5143021941184998,0.3800911009311676,-0.6649848818778992
0,LEFT_EYE_OUTER,0.5265152454376221,0.38046151399612427,-0.6647185683250427
0,RIGHT_EYE_INNER,0.45791202783584595,0.379248708486557,-0.6766781806945801
0,RIGHT_EYE,0.4400942623615265,0.37879180908203125,-0.6761488318443298
0,RIGHT_EYE_OUTER,0.42470529675483704,0.37939968705177307,-0.676429808139801
0,LEFT_EAR,0.5378666520118713,0.3958081305027008,-0.32538238167762756
0,RIGHT_EAR,0.39796286821365356,0.40009745955467224,-0.3732958137989044
0,MOUTH_LEFT,0.5001620054244995,0.4842417240142822,-0.5960693955421448
0,MOUTH_RIGHT,0.44854116439819336,0.4804566502571106,-0.6103327870368958
0,LEFT_SHOULDER,0.6471700072288513,0.6528365015983582,-0.10868481546640396
0,RIGHT_SHOULDER,0.29033133387565613,0.6435466408729553,-0.17374911904335022
0,LEFT_ELBOW,0.8852093815803528,0.864206075668335,-0.34087979793548584
0,RIGHT_ELBOW,0.1904250532388687,0.9858461618423462,0.001220849808305502
0,LEFT_WRIST,0.7828487753868103,0.44987812638282776,-0.6891040205955505
0,RIGHT_WRIST,0.10628847777843475,1.349916934967041,-0.14411777257919312
0,LEFT_PINKY,0.7731534242630005,0.3352062404155731,-0.7626933455467224
0,RIGHT_PINKY,0.07453178614377975,1.4579683542251587,-0.15511925518512726
0,LEFT_INDEX,0.7475317716598511,0.3204551935195923,-0.6577850580215454
0,RIGHT_INDEX,0.10597223788499832,1.4510384798049927,-0.23997996747493744
0,LEFT_THUMB,0.7341300845146179,0.3686089515686035,-0.6624990701675415
0,RIGHT_THUMB,0.12698768079280853,1.4195927381515503,-0.18521013855934143
0,LEFT_HIP,0.5871084332466125,1.3370157480239868,-0.04762009158730507
0,RIGHT_HIP,0.33675867319107056,1.333511233329773,0.05280102789402008
0,LEFT_KNEE,0.5852195620536804,1.9002224206924438,-0.01534214522689581
0,RIGHT_KNEE,0.3415428102016449,1.8889154195785522,0.10950375348329544
0,LEFT_ANKLE,0.5754541754722595,2.3792316913604736,0.5626528263092041
0,RIGHT_ANKLE,0.34223225712776184,2.3670430183410645,0.535256564617157
0,LEFT_HEEL,0.5788873434066772,2.4509496688842773,0.5958651900291443
0,RIGHT_HEEL,0.3340423107147217,2.4398436546325684,0.5650273561477661
0,LEFT_FOOT_INDEX,0.551590621471405,2.534198045730591,0.14171202480793
0,RIGHT_FOOT_INDEX,0.39186230301856995,2.530515193939209,0.03292049095034599
1,NOSE,0.4791790246963501,0.43225547671318054,-0.796262264251709
1,LEFT_EYE_INNER,0.5016165375709534,0.3796458840370178,-0.7255753874778748
1,LEFT_EYE,0.5143842697143555,0.379670649766922,-0.725254476070404
1,LEFT_EYE_OUTER,0.5265944600105286,0.3802585005760193,-0.724776029586792
1,RIGHT_EYE_INNER,0.4579525291919708,0.37832075357437134,-0.7451878190040588
1,RIGHT_EYE,0.4400857388973236,0.3780716359615326,-0.7447651028633118
1,RIGHT_EYE_OUTER,0.4246157109737396,0.3788580000400543,-0.745067298412323
1,LEFT_EAR,0.5379489064216614,0.39605197310447693,-0.3335340619087219
1,RIGHT_EAR,0.3971087336540222,0.400130033493042,-0.41447943449020386
1,MOUTH_LEFT,0.5002760291099548,0.48432686924934387,-0.6528239846229553
1,MOUTH_RIGHT,0.4485451877117157,0.48090770840644836,-0.6775292158126831
1,LEFT_SHOULDER,0.6457679867744446,0.6551447510719299,-0.10191105306148529
1,RIGHT_SHOULDER,0.28991734981536865,0.645383358001709,-0.20603519678115845
1,LEFT_ELBOW,0.8854621052742004,0.8652642369270325,-0.3433973789215088
1,RIGHT_ELBOW,0.19203311204910278,0.99262934923172,-0.06548088043928146
1,LEFT_WRIST,0.7825393676757812,0.4503958821296692,-0.7515497803688049
1,RIGHT_WRIST,0.13647009432315826,1.3554465770721436,-0.2656130790710449
1,LEFT_PINKY,0.7730382084846497,0.3352080285549164,-0.8427332639694214
1,RIGHT_PINKY,0.11256949603557587,1.466621994972229,-0.29621610045433044
1,LEFT_INDEX,0.7474972009658813,0.3217249810695648,-0.7387944459915161
1,RIGHT_INDEX,0.1473844051361084,1.4594701528549194,-0.37721413373947144
1,LEFT_THUMB,0.7340518832206726,0.3712014853954315,-0.7275921702384949
1,RIGHT_THUMB,0.16392549872398376,1.4250468015670776,-0.30423489212989807
1,LEFT_HIP,0.587130606174469,1.3437749147415161,-0.03656339272856712
1,RIGHT_HIP,0.33599746227264404,1.3401211500167847,0.041236650198698044
1,LEFT_KNEE,0.5840691328048706,1.9232405424118042,0.028788816183805466
1,RIGHT_KNEE,0.342027485370636,1.91212797164917,0.07558876276016235
1,LEFT_ANKLE,0.570278525352478,2.4147658348083496,0.6330556273460388
1,RIGHT_ANKLE,0.341276615858078,2.4039909839630127,0.4980162978172302
1,LEFT_HEEL,0.5734620690345764,2.482876777648926,0.6639060974121094
1,RIGHT_HEEL,0.3315739035606384,2.4730749130249023,0.5235346555709839
1,LEFT_FOOT_INDEX,0.5443838238716125,2.5712239742279053,0.16513025760650635
1,RIGHT_FOOT_INDEX,0.3910728394985199,2.570028781890869,-0.06071024388074875
2,NOSE,0.4792608916759491,0.43172964453697205,-0.8076668381690979
2,LEFT_EYE_INNER,0.5016409158706665,0.3791351914405823,-0.7369483709335327
